original_path,file_name,new_path,status
test_environment\호텔_설계\호텔 설계 마케팅_200.pptx,호텔 설계 마케팅_200.pptx,,pending
test_environment\호텔_설계\호텔 설계 마케팅_389.jpg,호텔 설계 마케팅_389.jpg,,pending
test_environment\호텔_설계\호텔 설계 마케팅_408.pdf,호텔 설계 마케팅_408.pdf,,pending
test_environment\호텔_설계\호텔 설계 마케팅_574.jpg,호텔 설계 마케팅_574.jpg,,pending
test_environment\호텔_설계\호텔 설계 마케팅_842.pdf,호텔 설계 마케팅_842.pdf,,pending
test_environment\호텔_설계\호텔 설계 마케팅_965.pptx,호텔 설계 마케팅_965.pptx,,pending
test_environment\호텔_설계\호텔 설계 보고서_461.docx,호텔 설계 보고서_461.docx,,pending
test_environment\호텔_설계\호텔 설계 보고서_563.pdf,호텔 설계 보고서_563.pdf,,pending
test_environment\호텔_설계\호텔 설계 보고서_607.docx,호텔 설계 보고서_607.docx,,pending
test_environment\호텔_설계\호텔 설계 보고서_681.xlsx,호텔 설계 보고서_681.xlsx,,pending
test_environment\호텔_설계\호텔 설계 보고서_743.xlsx,호텔 설계 보고서_743.xlsx,,pending
test_environment\호텔_설계\호텔 설계 인사_116.docx,호텔 설계 인사_116.docx,,pending
test_environment\호텔_설계\호텔 설계 인사_280.docx,호텔 설계 인사_280.docx,,pending
test_environment\호텔_설계\호텔 설계 인사_437.xlsx,호텔 설계 인사_437.xlsx,,pending
test_environment\호텔_설계\호텔 설계 인사_720.docx,호텔 설계 인사_720.docx,,pending
test_environment\호텔_설계\호텔 설계 인사_731.xlsx,호텔 설계 인사_731.xlsx,,pending
test_environment\호텔_설계\호텔 설계 인사_966.pdf,호텔 설계 인사_966.pdf,,pending
test_environment\호텔_설계\호텔 설계 재무_126.csv,호텔 설계 재무_126.csv,,pending
test_environment\호텔_설계\호텔 설계 재무_171.csv,호텔 설계 재무_171.csv,,pending
test_environment\호텔_설계\호텔 설계 재무_354.pdf,호텔 설계 재무_354.pdf,,pending
test_environment\호텔_설계\호텔 설계 재무_389.csv,호텔 설계 재무_389.csv,,pending
test_environment\호텔_설계\호텔 설계 재무_678.pdf,호텔 설계 재무_678.pdf,,pending
test_environment\호텔_설계\호텔 설계 재무_806.pdf,호텔 설계 재무_806.pdf,,pending
test_environment\호텔_설계\호텔 설계 재무_965.csv,호텔 설계 재무_965.csv,,pending
test_environment\호텔_설계\호텔 설계 재무_994.pdf,호텔 설계 재무_994.pdf,,pending
test_environment\호텔_설계\호텔 설계 회의록_140.docx,호텔 설계 회의록_140.docx,,pending
test_environment\호텔_설계\호텔 설계 회의록_202.docx,호텔 설계 회의록_202.docx,,pending
test_environment\호텔_설계\호텔 설계 회의록_390.md,호텔 설계 회의록_390.md,,pending
test_environment\호텔_설계\호텔 설계 회의록_817.md,호텔 설계 회의록_817.md,,pending
test_environment\호텔_설계\호텔 설계 회의록_883.md,호텔 설계 회의록_883.md,,pending
test_environment\호텔_설계\호텔 설계 회의록_914.txt,호텔 설계 회의록_914.txt,,pending
test_environment\회의록\Copy of 회의록_20240218_505.md,Copy of 회의록_20240218_505.md,,pending
test_environment\회의록\Copy of 회의록_20240608_435.md,Copy of 회의록_20240608_435.md,,pending
test_environment\회의록\Final_회의록_리마_마케팅_813.txt,Final_회의록_리마_마케팅_813.txt,,pending
test_environment\회의록\골프 개발 회의록_104.docx,골프 개발 회의록_104.docx,,pending
test_environment\회의록\골프 개발 회의록_280.txt,골프 개발 회의록_280.txt,,pending
test_environment\회의록\노벰버 보고 회의록_282.txt,노벰버 보고 회의록_282.txt,,pending
test_environment\회의록\노벰버 보고 회의록_627.docx,노벰버 보고 회의록_627.docx,,pending
test_environment\회의록\노벰버 보고 회의록_706.md,노벰버 보고 회의록_706.md,,pending
test_environment\회의록\노벰버 보고 회의록_811.txt,노벰버 보고 회의록_811.txt,,pending
test_environment\회의록\델타 기획 회의록_458.docx,델타 기획 회의록_458.docx,,pending
test_environment\회의록\델타 기획 회의록_532.md,델타 기획 회의록_532.md,,pending
test_environment\회의록\로미오 영업 회의록_295.docx,로미오 영업 회의록_295.docx,,pending
test_environment\회의록\로미오 영업 회의록_437.txt,로미오 영업 회의록_437.txt,,pending
test_environment\회의록\로미오 영업 회의록_515.docx,로미오 영업 회의록_515.docx,,pending
test_environment\회의록\마이크 데이터 회의록_318.md,마이크 데이터 회의록_318.md,,pending
