original_path,file_name,new_path,status
test_environment\기획서\로미오 영업 기획서_303.pptx,로미오 영업 기획서_303.pptx,,pending
test_environment\기획서\로미오 영업 기획서_311.pptx,로미오 영업 기획서_311.pptx,,pending
test_environment\기획서\리마 마케팅 기획서_184.pptx,리마 마케팅 기획서_184.pptx,,pending
test_environment\기획서\리마 마케팅 기획서_490.pptx,리마 마케팅 기획서_490.pptx,,pending
test_environment\기획서\리마 마케팅 기획서_696.docx,리마 마케팅 기획서_696.docx,,pending
test_environment\기획서\리마 마케팅 기획서_844.docx,리마 마케팅 기획서_844.docx,,pending
test_environment\기획서\리마 마케팅 기획서_932.pptx,리마 마케팅 기획서_932.pptx,,pending
test_environment\기획서\마이크 데이터 기획서_108.pdf,마이크 데이터 기획서_108.pdf,,pending
test_environment\기획서\마이크 데이터 기획서_111.docx,마이크 데이터 기획서_111.docx,,pending
test_environment\기획서\마이크 데이터 기획서_222.docx,마이크 데이터 기획서_222.docx,,pending
test_environment\기획서\마이크 데이터 기획서_793.pdf,마이크 데이터 기획서_793.pdf,,pending
test_environment\기획서\마이크 데이터 기획서_852.docx,마이크 데이터 기획서_852.docx,,pending
test_environment\기획서\백업_20240118_기획서_580.pdf,백업_20240118_기획서_580.pdf,,pending
test_environment\기획서\백업_20240506_기획서_660.pptx,백업_20240506_기획서_660.pptx,,pending
test_environment\기획서\백업_20240528_기획서_927.docx,백업_20240528_기획서_927.docx,,pending
test_environment\기획서\백업_20240702_기획서_516.docx,백업_20240702_기획서_516.docx,,pending
test_environment\기획서\백업_20241203_기획서_374.docx,백업_20241203_기획서_374.docx,,pending
test_environment\기획서\보고자료_20240328_843.pdf,보고자료_20240328_843.pdf,,pending
test_environment\기획서\보고자료_20240718_791.pptx,보고자료_20240718_791.pptx,,pending
test_environment\기획서\보고자료_20241122_848.docx,보고자료_20241122_848.docx,,pending
test_environment\기획서\브라보 프로젝트 기획서_496.docx,브라보 프로젝트 기획서_496.docx,,pending
test_environment\기획서\브라보 프로젝트 기획서_857.pptx,브라보 프로젝트 기획서_857.pptx,,pending
test_environment\기획서\브라보 프로젝트 기획서_860.docx,브라보 프로젝트 기획서_860.docx,,pending
test_environment\기획서\시에라 재무 기획서_380.pdf,시에라 재무 기획서_380.pdf,,pending
