original_path,file_name,new_path,status
test_environment\킬로_보안\킬로 보안 마케팅_560.pptx,킬로 보안 마케팅_560.pptx,,pending
test_environment\킬로_보안\킬로 보안 마케팅_702.pdf,킬로 보안 마케팅_702.pdf,,pending
test_environment\킬로_보안\킬로 보안 마케팅_905.pptx,킬로 보안 마케팅_905.pptx,,pending
test_environment\킬로_보안\킬로 보안 마케팅_941.pdf,킬로 보안 마케팅_941.pdf,,pending
test_environment\킬로_보안\킬로 보안 보고서_187.xlsx,킬로 보안 보고서_187.xlsx,,pending
test_environment\킬로_보안\킬로 보안 보고서_190.xlsx,킬로 보안 보고서_190.xlsx,,pending
test_environment\킬로_보안\킬로 보안 보고서_195.pdf,킬로 보안 보고서_195.pdf,,pending
test_environment\킬로_보안\킬로 보안 보고서_453.pdf,킬로 보안 보고서_453.pdf,,pending
test_environment\킬로_보안\킬로 보안 보고서_828.docx,킬로 보안 보고서_828.docx,,pending
test_environment\킬로_보안\킬로 보안 보고서_860.xlsx,킬로 보안 보고서_860.xlsx,,pending
test_environment\킬로_보안\킬로 보안 보고서_894.docx,킬로 보안 보고서_894.docx,,pending
test_environment\킬로_보안\킬로 보안 보고서_896.docx,킬로 보안 보고서_896.docx,,pending
test_environment\킬로_보안\킬로 보안 인사_230.xlsx,킬로 보안 인사_230.xlsx,,pending
test_environment\킬로_보안\킬로 보안 인사_545.docx,킬로 보안 인사_545.docx,,pending
test_environment\킬로_보안\킬로 보안 인사_562.pdf,킬로 보안 인사_562.pdf,,pending
test_environment\킬로_보안\킬로 보안 인사_786.docx,킬로 보안 인사_786.docx,,pending
test_environment\킬로_보안\킬로 보안 인사_796.pdf,킬로 보안 인사_796.pdf,,pending
test_environment\킬로_보안\킬로 보안 인사_957.pdf,킬로 보안 인사_957.pdf,,pending
test_environment\킬로_보안\킬로 보안 재무_329.xlsx,킬로 보안 재무_329.xlsx,,pending
test_environment\킬로_보안\킬로 보안 재무_403.xlsx,킬로 보안 재무_403.xlsx,,pending
test_environment\킬로_보안\킬로 보안 재무_514.pdf,킬로 보안 재무_514.pdf,,pending
test_environment\킬로_보안\킬로 보안 재무_552.pdf,킬로 보안 재무_552.pdf,,pending
test_environment\킬로_보안\킬로 보안 재무_861.xlsx,킬로 보안 재무_861.xlsx,,pending
test_environment\킬로_보안\킬로 보안 재무_871.xlsx,킬로 보안 재무_871.xlsx,,pending
test_environment\킬로_보안\킬로 보안 재무_995.xlsx,킬로 보안 재무_995.xlsx,,pending
test_environment\킬로_보안\킬로 보안 회의록_456.md,킬로 보안 회의록_456.md,,pending
test_environment\킬로_보안\킬로 보안 회의록_603.docx,킬로 보안 회의록_603.docx,,pending
test_environment\킬로_보안\킬로 보안 회의록_605.txt,킬로 보안 회의록_605.txt,,pending
test_environment\킬로_보안\킬로 보안 회의록_774.txt,킬로 보안 회의록_774.txt,,pending
test_environment\킬로_보안\킬로 보안 회의록_793.docx,킬로 보안 회의록_793.docx,,pending
test_environment\킬로_보안\킬로 보안 회의록_892.docx,킬로 보안 회의록_892.docx,,pending
test_environment\킬로_보안\킬로 보안 회의록_928.txt,킬로 보안 회의록_928.txt,,pending
test_environment\킬로_보안\회의록_킬로_보안_최종_427.docx,회의록_킬로_보안_최종_427.docx,,pending
test_environment\킬로_보안\회의록_킬로_보안_최종_560.docx,회의록_킬로_보안_최종_560.docx,,pending
test_environment\탱고_고객지원\Copy of 기획서_20240725_165.docx,Copy of 기획서_20240725_165.docx,,pending
test_environment\탱고_고객지원\Copy of 마케팅_20240304_349.jpg,Copy of 마케팅_20240304_349.jpg,,pending
test_environment\탱고_고객지원\Copy of 마케팅_20241025_752.pptx,Copy of 마케팅_20241025_752.pptx,,pending
test_environment\탱고_고객지원\Copy of 재무_20240218_337.pdf,Copy of 재무_20240218_337.pdf,,pending
test_environment\탱고_고객지원\Final_기획서_탱고_고객지원_730.pptx,Final_기획서_탱고_고객지원_730.pptx,,pending
test_environment\탱고_고객지원\Final_마케팅_탱고_고객지원_530.pptx,Final_마케팅_탱고_고객지원_530.pptx,,pending
test_environment\탱고_고객지원\백업_20240207_인사_580.xlsx,백업_20240207_인사_580.xlsx,,pending
test_environment\탱고_고객지원\백업_20240312_재무_204.pdf,백업_20240312_재무_204.pdf,,pending
test_environment\탱고_고객지원\백업_20240722_회의록_509.md,백업_20240722_회의록_509.md,,pending
test_environment\탱고_고객지원\백업_20241211_기획서_646.docx,백업_20241211_기획서_646.docx,,pending
test_environment\탱고_고객지원\보고자료_20241121_316.pdf,보고자료_20241121_316.pdf,,pending
test_environment\탱고_고객지원\보고자료_20241128_930.pdf,보고자료_20241128_930.pdf,,pending
test_environment\탱고_고객지원\외부자료_탱고_144.pdf,외부자료_탱고_144.pdf,,pending
test_environment\탱고_고객지원\외부자료_탱고_228.pdf,외부자료_탱고_228.pdf,,pending
test_environment\탱고_고객지원\외부자료_탱고_967.xlsx,외부자료_탱고_967.xlsx,,pending
test_environment\탱고_고객지원\임시_문서_453.pdf,임시_문서_453.pdf,,pending
test_environment\탱고_고객지원\임시_보고_372.hwp,임시_보고_372.hwp,,pending
test_environment\탱고_고객지원\임시_자료_970.zip,임시_자료_970.zip,,pending
test_environment\탱고_고객지원\재무_탱고_고객지원_최종_200.xlsx,재무_탱고_고객지원_최종_200.xlsx,,pending
test_environment\탱고_고객지원\정리필요_계약서_848.hwp,정리필요_계약서_848.hwp,,pending
test_environment\탱고_고객지원\탱고 고객지원 개발_163.zip,탱고 고객지원 개발_163.zip,,pending
test_environment\탱고_고객지원\탱고 고객지원 개발_400.sql,탱고 고객지원 개발_400.sql,,pending
test_environment\탱고_고객지원\탱고 고객지원 개발_496.sql,탱고 고객지원 개발_496.sql,,pending
test_environment\탱고_고객지원\탱고 고객지원 개발_516.py,탱고 고객지원 개발_516.py,,pending
test_environment\탱고_고객지원\탱고 고객지원 개발_641.zip,탱고 고객지원 개발_641.zip,,pending
test_environment\탱고_고객지원\탱고 고객지원 개발_878.java,탱고 고객지원 개발_878.java,,pending
test_environment\탱고_고객지원\탱고 고객지원 계약서_149.docx,탱고 고객지원 계약서_149.docx,,pending
test_environment\탱고_고객지원\탱고 고객지원 계약서_221.hwp,탱고 고객지원 계약서_221.hwp,,pending
test_environment\탱고_고객지원\탱고 고객지원 계약서_255.hwp,탱고 고객지원 계약서_255.hwp,,pending
test_environment\탱고_고객지원\탱고 고객지원 계약서_597.pdf,탱고 고객지원 계약서_597.pdf,,pending
test_environment\탱고_고객지원\탱고 고객지원 계약서_682.pdf,탱고 고객지원 계약서_682.pdf,,pending
test_environment\탱고_고객지원\탱고 고객지원 계약서_730.hwp,탱고 고객지원 계약서_730.hwp,,pending
test_environment\탱고_고객지원\탱고 고객지원 계약서_736.pdf,탱고 고객지원 계약서_736.pdf,,pending
test_environment\탱고_고객지원\탱고 고객지원 계약서_833.pdf,탱고 고객지원 계약서_833.pdf,,pending
test_environment\탱고_고객지원\탱고 고객지원 계약서_854.docx,탱고 고객지원 계약서_854.docx,,pending
test_environment\탱고_고객지원\탱고 고객지원 계약서_867.pdf,탱고 고객지원 계약서_867.pdf,,pending
test_environment\탱고_고객지원\탱고 고객지원 계약서_963.pdf,탱고 고객지원 계약서_963.pdf,,pending
test_environment\탱고_고객지원\탱고 고객지원 기획서_279.docx,탱고 고객지원 기획서_279.docx,,pending
test_environment\탱고_고객지원\탱고 고객지원 기획서_522.pptx,탱고 고객지원 기획서_522.pptx,,pending
test_environment\탱고_고객지원\탱고 고객지원 기획서_656.docx,탱고 고객지원 기획서_656.docx,,pending
test_environment\탱고_고객지원\탱고 고객지원 기획서_674.pdf,탱고 고객지원 기획서_674.pdf,,pending
test_environment\탱고_고객지원\탱고 고객지원 기획서_712.docx,탱고 고객지원 기획서_712.docx,,pending
test_environment\탱고_고객지원\탱고 고객지원 디자인_147.png,탱고 고객지원 디자인_147.png,,pending
test_environment\탱고_고객지원\탱고 고객지원 디자인_207.ai,탱고 고객지원 디자인_207.ai,,pending
test_environment\탱고_고객지원\탱고 고객지원 디자인_397.jpg,탱고 고객지원 디자인_397.jpg,,pending
test_environment\탱고_고객지원\탱고 고객지원 디자인_861.psd,탱고 고객지원 디자인_861.psd,,pending
test_environment\탱고_고객지원\탱고 고객지원 디자인_931.png,탱고 고객지원 디자인_931.png,,pending
test_environment\탱고_고객지원\탱고 고객지원 마케팅_106.pdf,탱고 고객지원 마케팅_106.pdf,,pending
test_environment\탱고_고객지원\탱고 고객지원 마케팅_385.pdf,탱고 고객지원 마케팅_385.pdf,,pending
test_environment\탱고_고객지원\탱고 고객지원 마케팅_731.jpg,탱고 고객지원 마케팅_731.jpg,,pending
test_environment\탱고_고객지원\탱고 고객지원 마케팅_767.jpg,탱고 고객지원 마케팅_767.jpg,,pending
test_environment\탱고_고객지원\탱고 고객지원 보고서_745.xlsx,탱고 고객지원 보고서_745.xlsx,,pending
test_environment\탱고_고객지원\탱고 고객지원 인사_130.xlsx,탱고 고객지원 인사_130.xlsx,,pending
test_environment\탱고_고객지원\탱고 고객지원 인사_171.pdf,탱고 고객지원 인사_171.pdf,,pending
test_environment\탱고_고객지원\탱고 고객지원 인사_185.xlsx,탱고 고객지원 인사_185.xlsx,,pending
test_environment\탱고_고객지원\탱고 고객지원 인사_302.xlsx,탱고 고객지원 인사_302.xlsx,,pending
test_environment\탱고_고객지원\탱고 고객지원 인사_318.docx,탱고 고객지원 인사_318.docx,,pending
test_environment\탱고_고객지원\탱고 고객지원 인사_325.docx,탱고 고객지원 인사_325.docx,,pending
test_environment\탱고_고객지원\탱고 고객지원 인사_489.docx,탱고 고객지원 인사_489.docx,,pending
test_environment\탱고_고객지원\탱고 고객지원 인사_603.docx,탱고 고객지원 인사_603.docx,,pending
test_environment\탱고_고객지원\탱고 고객지원 인사_790.docx,탱고 고객지원 인사_790.docx,,pending
test_environment\탱고_고객지원\탱고 고객지원 재무_142.csv,탱고 고객지원 재무_142.csv,,pending
test_environment\탱고_고객지원\탱고 고객지원 재무_152.pdf,탱고 고객지원 재무_152.pdf,,pending
