original_path,file_name,new_path,status
test_environment\계약서\로미오 영업 계약서_174.pdf,로미오 영업 계약서_174.pdf,,pending
test_environment\계약서\로미오 영업 계약서_343.hwp,로미오 영업 계약서_343.hwp,,pending
test_environment\계약서\로미오 영업 계약서_959.pdf,로미오 영업 계약서_959.pdf,,pending
test_environment\계약서\리마 마케팅 계약서_146.hwp,리마 마케팅 계약서_146.hwp,,pending
test_environment\계약서\리마 마케팅 계약서_746.docx,리마 마케팅 계약서_746.docx,,pending
test_environment\계약서\리마 마케팅 계약서_817.hwp,리마 마케팅 계약서_817.hwp,,pending
test_environment\계약서\리마 마케팅 계약서_861.docx,리마 마케팅 계약서_861.docx,,pending
test_environment\계약서\리마 마케팅 계약서_899.docx,리마 마케팅 계약서_899.docx,,pending
test_environment\계약서\마이크 데이터 계약서_290.docx,마이크 데이터 계약서_290.docx,,pending
test_environment\계약서\마이크 데이터 계약서_627.docx,마이크 데이터 계약서_627.docx,,pending
test_environment\계약서\마이크 데이터 계약서_944.pdf,마이크 데이터 계약서_944.pdf,,pending
test_environment\계약서\백업_20240910_계약서_817.docx,백업_20240910_계약서_817.docx,,pending
test_environment\계약서\백업_20240926_계약서_680.hwp,백업_20240926_계약서_680.hwp,,pending
test_environment\계약서\백업_20241018_계약서_271.pdf,백업_20241018_계약서_271.pdf,,pending
test_environment\계약서\보고자료_20240705_103.docx,보고자료_20240705_103.docx,,pending
test_environment\계약서\보고자료_20240720_883.pdf,보고자료_20240720_883.pdf,,pending
test_environment\계약서\보고자료_20241121_490.docx,보고자료_20241121_490.docx,,pending
test_environment\계약서\브라보 프로젝트 계약서_874.hwp,브라보 프로젝트 계약서_874.hwp,,pending
test_environment\계약서\시에라 재무 계약서_830.hwp,시에라 재무 계약서_830.hwp,,pending
test_environment\계약서\시에라 재무 계약서_881.docx,시에라 재무 계약서_881.docx,,pending
test_environment\계약서\알파 프로젝트 계약서_503.docx,알파 프로젝트 계약서_503.docx,,pending
test_environment\계약서\알파 프로젝트 계약서_932.hwp,알파 프로젝트 계약서_932.hwp,,pending
test_environment\계약서\알파 프로젝트 계약서_999.pdf,알파 프로젝트 계약서_999.pdf,,pending
test_environment\계약서\에코 시스템 계약서_267.hwp,에코 시스템 계약서_267.hwp,,pending
test_environment\계약서\에코 시스템 계약서_566.hwp,에코 시스템 계약서_566.hwp,,pending
test_environment\계약서\에코 시스템 계약서_613.pdf,에코 시스템 계약서_613.pdf,,pending
test_environment\계약서\에코 시스템 계약서_687.docx,에코 시스템 계약서_687.docx,,pending
test_environment\계약서\에코 시스템 계약서_863.hwp,에코 시스템 계약서_863.hwp,,pending
test_environment\계약서\에코 시스템 계약서_878.pdf,에코 시스템 계약서_878.pdf,,pending
test_environment\계약서\오스카 TF 계약서_538.docx,오스카 TF 계약서_538.docx,,pending
test_environment\계약서\오스카 TF 계약서_596.docx,오스카 TF 계약서_596.docx,,pending
test_environment\계약서\오스카 TF 계약서_903.hwp,오스카 TF 계약서_903.hwp,,pending
test_environment\계약서\오스카 TF 계약서_992.docx,오스카 TF 계약서_992.docx,,pending
test_environment\계약서\외부자료_마이크_883.hwp,외부자료_마이크_883.hwp,,pending
test_environment\계약서\외부자료_브라보_687.docx,외부자료_브라보_687.docx,,pending
test_environment\계약서\외부자료_알파_289.hwp,외부자료_알파_289.hwp,,pending
test_environment\계약서\외부자료_알파_530.hwp,외부자료_알파_530.hwp,,pending
test_environment\계약서\외부자료_찰리_471.pdf,외부자료_찰리_471.pdf,,pending
test_environment\계약서\외부자료_폭스트롯_126.pdf,외부자료_폭스트롯_126.pdf,,pending
test_environment\계약서\인디아 솔루션 계약서_331.pdf,인디아 솔루션 계약서_331.pdf,,pending
test_environment\계약서\인디아 솔루션 계약서_533.pdf,인디아 솔루션 계약서_533.pdf,,pending
test_environment\계약서\인디아 솔루션 계약서_909.pdf,인디아 솔루션 계약서_909.pdf,,pending
test_environment\계약서\인디아 솔루션 계약서_995.pdf,인디아 솔루션 계약서_995.pdf,,pending
test_environment\계약서\임시_문서_206.pdf,임시_문서_206.pdf,,pending
test_environment\계약서\임시_문서_626.pdf,임시_문서_626.pdf,,pending
test_environment\계약서\임시_문서_940.docx,임시_문서_940.docx,,pending
test_environment\계약서\임시_보고_834.hwp,임시_보고_834.hwp,,pending
test_environment\계약서\임시_파일_592.hwp,임시_파일_592.hwp,,pending
test_environment\계약서\정리필요_계약서_282.docx,정리필요_계약서_282.docx,,pending
test_environment\계약서\정리필요_계약서_292.pdf,정리필요_계약서_292.pdf,,pending
test_environment\계약서\정리필요_계약서_359.pdf,정리필요_계약서_359.pdf,,pending
test_environment\계약서\정리필요_계약서_465.docx,정리필요_계약서_465.docx,,pending
test_environment\계약서\정리필요_계약서_677.hwp,정리필요_계약서_677.hwp,,pending
test_environment\계약서\정리필요_계약서_859.docx,정리필요_계약서_859.docx,,pending
test_environment\계약서\정리필요_계약서_980.pdf,정리필요_계약서_980.pdf,,pending
test_environment\계약서\줄리엣 연구 계약서_257.pdf,줄리엣 연구 계약서_257.pdf,,pending
test_environment\계약서\줄리엣 연구 계약서_406.pdf,줄리엣 연구 계약서_406.pdf,,pending
test_environment\계약서\줄리엣 연구 계약서_502.hwp,줄리엣 연구 계약서_502.hwp,,pending
test_environment\계약서\줄리엣 연구 계약서_650.pdf,줄리엣 연구 계약서_650.pdf,,pending
test_environment\계약서\찰리 프로젝트 계약서_597.pdf,찰리 프로젝트 계약서_597.pdf,,pending
test_environment\계약서\찰리 프로젝트 계약서_775.hwp,찰리 프로젝트 계약서_775.hwp,,pending
test_environment\계약서\퀘벡 품질관리 계약서_184.hwp,퀘벡 품질관리 계약서_184.hwp,,pending
test_environment\계약서\퀘벡 품질관리 계약서_358.pdf,퀘벡 품질관리 계약서_358.pdf,,pending
test_environment\계약서\퀘벡 품질관리 계약서_471.docx,퀘벡 품질관리 계약서_471.docx,,pending
test_environment\계약서\퀘벡 품질관리 계약서_527.docx,퀘벡 품질관리 계약서_527.docx,,pending
test_environment\계약서\퀘벡 품질관리 계약서_562.docx,퀘벡 품질관리 계약서_562.docx,,pending
test_environment\계약서\퀘벡 품질관리 계약서_641.docx,퀘벡 품질관리 계약서_641.docx,,pending
test_environment\계약서\퀘벡 품질관리 계약서_784.hwp,퀘벡 품질관리 계약서_784.hwp,,pending
test_environment\계약서\킬로 보안 계약서_122.pdf,킬로 보안 계약서_122.pdf,,pending
test_environment\계약서\킬로 보안 계약서_240.docx,킬로 보안 계약서_240.docx,,pending
test_environment\계약서\킬로 보안 계약서_849.hwp,킬로 보안 계약서_849.hwp,,pending
test_environment\계약서\탱고 고객지원 계약서_769.pdf,탱고 고객지원 계약서_769.pdf,,pending
test_environment\계약서\탱고 고객지원 계약서_869.hwp,탱고 고객지원 계약서_869.hwp,,pending
test_environment\계약서\파파 계약 계약서_157.hwp,파파 계약 계약서_157.hwp,,pending
test_environment\계약서\파파 계약 계약서_183.pdf,파파 계약 계약서_183.pdf,,pending
test_environment\계약서\파파 계약 계약서_209.docx,파파 계약 계약서_209.docx,,pending
test_environment\계약서\파파 계약 계약서_273.hwp,파파 계약 계약서_273.hwp,,pending
test_environment\계약서\파파 계약 계약서_603.pdf,파파 계약 계약서_603.pdf,,pending
test_environment\계약서\파파 계약 계약서_831.pdf,파파 계약 계약서_831.pdf,,pending
test_environment\계약서\파파 계약 계약서_837.hwp,파파 계약 계약서_837.hwp,,pending
test_environment\계약서\폭스트롯 분석 계약서_112.pdf,폭스트롯 분석 계약서_112.pdf,,pending
test_environment\계약서\폭스트롯 분석 계약서_369.hwp,폭스트롯 분석 계약서_369.hwp,,pending
test_environment\계약서\폭스트롯 분석 계약서_519.docx,폭스트롯 분석 계약서_519.docx,,pending
test_environment\계약서\호텔 설계 계약서_162.pdf,호텔 설계 계약서_162.pdf,,pending
test_environment\골프_개발\Copy of 개발_20241114_248.java,Copy of 개발_20241114_248.java,,pending
test_environment\골프_개발\Final_기획서_골프_개발_163.docx,Final_기획서_골프_개발_163.docx,,pending
test_environment\골프_개발\Final_기획서_골프_개발_661.pdf,Final_기획서_골프_개발_661.pdf,,pending
test_environment\골프_개발\Final_마케팅_골프_개발_484.jpg,Final_마케팅_골프_개발_484.jpg,,pending
test_environment\골프_개발\Final_인사_골프_개발_148.docx,Final_인사_골프_개발_148.docx,,pending
test_environment\골프_개발\Final_재무_골프_개발_894.pdf,Final_재무_골프_개발_894.pdf,,pending
test_environment\골프_개발\골프 개발 개발_222.zip,골프 개발 개발_222.zip,,pending
test_environment\골프_개발\골프 개발 개발_224.java,골프 개발 개발_224.java,,pending
test_environment\골프_개발\골프 개발 개발_263.js,골프 개발 개발_263.js,,pending
test_environment\골프_개발\골프 개발 개발_336.py,골프 개발 개발_336.py,,pending
test_environment\골프_개발\골프 개발 개발_362.sql,골프 개발 개발_362.sql,,pending
test_environment\골프_개발\골프 개발 개발_393.java,골프 개발 개발_393.java,,pending
test_environment\골프_개발\골프 개발 개발_542.java,골프 개발 개발_542.java,,pending
test_environment\골프_개발\골프 개발 개발_547.py,골프 개발 개발_547.py,,pending
test_environment\골프_개발\골프 개발 개발_649.zip,골프 개발 개발_649.zip,,pending
test_environment\골프_개발\골프 개발 개발_867.js,골프 개발 개발_867.js,,pending
