original_path,file_name,new_path,status
test_environment\인사\탱고 고객지원 인사_259.docx,탱고 고객지원 인사_259.docx,,pending
test_environment\인사\탱고 고객지원 인사_383.pdf,탱고 고객지원 인사_383.pdf,,pending
test_environment\인사\탱고 고객지원 인사_385.docx,탱고 고객지원 인사_385.docx,,pending
test_environment\인사\탱고 고객지원 인사_471.pdf,탱고 고객지원 인사_471.pdf,,pending
test_environment\인사\탱고 고객지원 인사_529.xlsx,탱고 고객지원 인사_529.xlsx,,pending
test_environment\인사\탱고 고객지원 인사_531.pdf,탱고 고객지원 인사_531.pdf,,pending
test_environment\인사\탱고 고객지원 인사_881.xlsx,탱고 고객지원 인사_881.xlsx,,pending
test_environment\인사\탱고 고객지원 인사_980.docx,탱고 고객지원 인사_980.docx,,pending
test_environment\인사\파파 계약 인사_268.xlsx,파파 계약 인사_268.xlsx,,pending
test_environment\인사\파파 계약 인사_407.pdf,파파 계약 인사_407.pdf,,pending
test_environment\인사\파파 계약 인사_566.pdf,파파 계약 인사_566.pdf,,pending
test_environment\인사\파파 계약 인사_702.docx,파파 계약 인사_702.docx,,pending
test_environment\인사\폭스트롯 분석 인사_223.xlsx,폭스트롯 분석 인사_223.xlsx,,pending
test_environment\인사\폭스트롯 분석 인사_243.xlsx,폭스트롯 분석 인사_243.xlsx,,pending
test_environment\인사\폭스트롯 분석 인사_409.pdf,폭스트롯 분석 인사_409.pdf,,pending
test_environment\인사\폭스트롯 분석 인사_648.docx,폭스트롯 분석 인사_648.docx,,pending
test_environment\인사\폭스트롯 분석 인사_690.pdf,폭스트롯 분석 인사_690.pdf,,pending
test_environment\인사\호텔 설계 인사_259.pdf,호텔 설계 인사_259.pdf,,pending
test_environment\인사\호텔 설계 인사_319.docx,호텔 설계 인사_319.docx,,pending
test_environment\재무\Copy of 재무_20240105_293.pdf,Copy of 재무_20240105_293.pdf,,pending
test_environment\재무\Copy of 재무_20240228_614.pdf,Copy of 재무_20240228_614.pdf,,pending
test_environment\재무\Copy of 재무_20240516_628.csv,Copy of 재무_20240516_628.csv,,pending
test_environment\재무\Copy of 재무_20240702_503.xlsx,Copy of 재무_20240702_503.xlsx,,pending
test_environment\재무\Copy of 재무_20240905_763.pdf,Copy of 재무_20240905_763.pdf,,pending
test_environment\재무\Copy of 재무_20240928_524.xlsx,Copy of 재무_20240928_524.xlsx,,pending
test_environment\재무\Final_재무_시에라_재무_507.csv,Final_재무_시에라_재무_507.csv,,pending
test_environment\재무\Final_재무_인디아_솔루션_582.xlsx,Final_재무_인디아_솔루션_582.xlsx,,pending
test_environment\재무\Final_재무_폭스트롯_분석_723.pdf,Final_재무_폭스트롯_분석_723.pdf,,pending
test_environment\재무\골프 개발 재무_432.csv,골프 개발 재무_432.csv,,pending
test_environment\재무\골프 개발 재무_679.csv,골프 개발 재무_679.csv,,pending
test_environment\재무\골프 개발 재무_681.pdf,골프 개발 재무_681.pdf,,pending
test_environment\재무\골프 개발 재무_873.csv,골프 개발 재무_873.csv,,pending
test_environment\재무\노벰버 보고 재무_516.csv,노벰버 보고 재무_516.csv,,pending
test_environment\재무\노벰버 보고 재무_681.xlsx,노벰버 보고 재무_681.xlsx,,pending
test_environment\재무\델타 기획 재무_303.csv,델타 기획 재무_303.csv,,pending
test_environment\재무\델타 기획 재무_718.pdf,델타 기획 재무_718.pdf,,pending
test_environment\재무\델타 기획 재무_789.pdf,델타 기획 재무_789.pdf,,pending
test_environment\재무\델타 기획 재무_894.pdf,델타 기획 재무_894.pdf,,pending
test_environment\재무\로미오 영업 재무_260.csv,로미오 영업 재무_260.csv,,pending
test_environment\재무\로미오 영업 재무_769.pdf,로미오 영업 재무_769.pdf,,pending
test_environment\재무\로미오 영업 재무_850.pdf,로미오 영업 재무_850.pdf,,pending
test_environment\재무\로미오 영업 재무_877.csv,로미오 영업 재무_877.csv,,pending
test_environment\재무\로미오 영업 재무_880.pdf,로미오 영업 재무_880.pdf,,pending
test_environment\재무\리마 마케팅 재무_274.xlsx,리마 마케팅 재무_274.xlsx,,pending
test_environment\재무\리마 마케팅 재무_701.pdf,리마 마케팅 재무_701.pdf,,pending
test_environment\재무\리마 마케팅 재무_913.csv,리마 마케팅 재무_913.csv,,pending
test_environment\재무\리마 마케팅 재무_940.pdf,리마 마케팅 재무_940.pdf,,pending
test_environment\재무\리마 마케팅 재무_989.csv,리마 마케팅 재무_989.csv,,pending
test_environment\재무\마이크 데이터 재무_601.pdf,마이크 데이터 재무_601.pdf,,pending
test_environment\재무\마이크 데이터 재무_607.pdf,마이크 데이터 재무_607.pdf,,pending
test_environment\재무\백업_20240127_재무_970.pdf,백업_20240127_재무_970.pdf,,pending
test_environment\재무\백업_20240225_재무_302.xlsx,백업_20240225_재무_302.xlsx,,pending
test_environment\재무\백업_20240621_재무_639.csv,백업_20240621_재무_639.csv,,pending
test_environment\재무\백업_20240628_재무_874.xlsx,백업_20240628_재무_874.xlsx,,pending
test_environment\재무\백업_20240721_재무_257.csv,백업_20240721_재무_257.csv,,pending
test_environment\재무\백업_20241013_재무_745.pdf,백업_20241013_재무_745.pdf,,pending
test_environment\재무\보고자료_20240816_549.pdf,보고자료_20240816_549.pdf,,pending
test_environment\재무\보고자료_20240910_982.csv,보고자료_20240910_982.csv,,pending
test_environment\재무\보고자료_20241123_584.pdf,보고자료_20241123_584.pdf,,pending
test_environment\재무\브라보 프로젝트 재무_566.xlsx,브라보 프로젝트 재무_566.xlsx,,pending
test_environment\재무\브라보 프로젝트 재무_588.xlsx,브라보 프로젝트 재무_588.xlsx,,pending
test_environment\재무\브라보 프로젝트 재무_706.csv,브라보 프로젝트 재무_706.csv,,pending
test_environment\재무\브라보 프로젝트 재무_805.pdf,브라보 프로젝트 재무_805.pdf,,pending
test_environment\재무\브라보 프로젝트 재무_997.csv,브라보 프로젝트 재무_997.csv,,pending
test_environment\재무\시에라 재무 재무_181.pdf,시에라 재무 재무_181.pdf,,pending
test_environment\재무\시에라 재무 재무_196.csv,시에라 재무 재무_196.csv,,pending
test_environment\재무\시에라 재무 재무_327.xlsx,시에라 재무 재무_327.xlsx,,pending
test_environment\재무\시에라 재무 재무_476.csv,시에라 재무 재무_476.csv,,pending
test_environment\재무\시에라 재무 재무_496.pdf,시에라 재무 재무_496.pdf,,pending
test_environment\재무\시에라 재무 재무_604.csv,시에라 재무 재무_604.csv,,pending
test_environment\재무\시에라 재무 재무_832.xlsx,시에라 재무 재무_832.xlsx,,pending
test_environment\재무\시에라 재무 재무_849.pdf,시에라 재무 재무_849.pdf,,pending
test_environment\재무\시에라 재무 재무_869.csv,시에라 재무 재무_869.csv,,pending
test_environment\재무\시에라 재무 재무_871.csv,시에라 재무 재무_871.csv,,pending
test_environment\재무\시에라 재무 재무_999.csv,시에라 재무 재무_999.csv,,pending
test_environment\재무\알파 프로젝트 재무_390.csv,알파 프로젝트 재무_390.csv,,pending
test_environment\재무\알파 프로젝트 재무_969.pdf,알파 프로젝트 재무_969.pdf,,pending
test_environment\재무\에코 시스템 재무_451.pdf,에코 시스템 재무_451.pdf,,pending
test_environment\재무\에코 시스템 재무_765.xlsx,에코 시스템 재무_765.xlsx,,pending
test_environment\재무\오스카 TF 재무_409.xlsx,오스카 TF 재무_409.xlsx,,pending
test_environment\재무\오스카 TF 재무_845.pdf,오스카 TF 재무_845.pdf,,pending
test_environment\재무\오스카 TF 재무_991.pdf,오스카 TF 재무_991.pdf,,pending
test_environment\재무\외부자료_델타_396.csv,외부자료_델타_396.csv,,pending
test_environment\재무\외부자료_킬로_379.pdf,외부자료_킬로_379.pdf,,pending
test_environment\재무\인디아 솔루션 재무_137.pdf,인디아 솔루션 재무_137.pdf,,pending
test_environment\재무\인디아 솔루션 재무_150.xlsx,인디아 솔루션 재무_150.xlsx,,pending
test_environment\재무\인디아 솔루션 재무_913.csv,인디아 솔루션 재무_913.csv,,pending
test_environment\재무\임시_문서_458.pdf,임시_문서_458.pdf,,pending
test_environment\재무\임시_보고_455.pdf,임시_보고_455.pdf,,pending
test_environment\재무\임시_자료_777.xlsx,임시_자료_777.xlsx,,pending
test_environment\재무\임시_파일_218.csv,임시_파일_218.csv,,pending
test_environment\재무\임시_파일_686.xlsx,임시_파일_686.xlsx,,pending
test_environment\재무\임시_파일_746.csv,임시_파일_746.csv,,pending
test_environment\재무\임시_파일_877.xlsx,임시_파일_877.xlsx,,pending
test_environment\재무\재무_델타_기획_최종_408.xlsx,재무_델타_기획_최종_408.xlsx,,pending
test_environment\재무\재무_마이크_데이터_최종_950.xlsx,재무_마이크_데이터_최종_950.xlsx,,pending
test_environment\재무\재무_퀘벡_품질관리_최종_828.pdf,재무_퀘벡_품질관리_최종_828.pdf,,pending
test_environment\재무\재무_킬로_보안_최종_760.csv,재무_킬로_보안_최종_760.csv,,pending
test_environment\재무\정리필요_재무_271.xlsx,정리필요_재무_271.xlsx,,pending
test_environment\재무\정리필요_재무_367.pdf,정리필요_재무_367.pdf,,pending
