original_path,file_name,new_path,status
test_environment\리마_마케팅\개발_리마_마케팅_최종_641.py,개발_리마_마케팅_최종_641.py,,pending
test_environment\리마_마케팅\리마 마케팅 개발_273.py,리마 마케팅 개발_273.py,,pending
test_environment\리마_마케팅\리마 마케팅 개발_303.java,리마 마케팅 개발_303.java,,pending
test_environment\리마_마케팅\리마 마케팅 개발_364.sql,리마 마케팅 개발_364.sql,,pending
test_environment\리마_마케팅\리마 마케팅 개발_905.py,리마 마케팅 개발_905.py,,pending
test_environment\리마_마케팅\리마 마케팅 계약서_194.docx,리마 마케팅 계약서_194.docx,,pending
test_environment\리마_마케팅\리마 마케팅 계약서_206.docx,리마 마케팅 계약서_206.docx,,pending
test_environment\리마_마케팅\리마 마케팅 계약서_397.pdf,리마 마케팅 계약서_397.pdf,,pending
test_environment\리마_마케팅\리마 마케팅 계약서_757.hwp,리마 마케팅 계약서_757.hwp,,pending
test_environment\리마_마케팅\리마 마케팅 계약서_858.hwp,리마 마케팅 계약서_858.hwp,,pending
test_environment\리마_마케팅\리마 마케팅 계약서_888.docx,리마 마케팅 계약서_888.docx,,pending
test_environment\리마_마케팅\리마 마케팅 기획서_174.pdf,리마 마케팅 기획서_174.pdf,,pending
test_environment\리마_마케팅\리마 마케팅 기획서_215.pdf,리마 마케팅 기획서_215.pdf,,pending
test_environment\리마_마케팅\리마 마케팅 기획서_231.pptx,리마 마케팅 기획서_231.pptx,,pending
test_environment\리마_마케팅\리마 마케팅 기획서_241.docx,리마 마케팅 기획서_241.docx,,pending
test_environment\리마_마케팅\리마 마케팅 기획서_453.pptx,리마 마케팅 기획서_453.pptx,,pending
test_environment\리마_마케팅\리마 마케팅 기획서_473.pptx,리마 마케팅 기획서_473.pptx,,pending
test_environment\리마_마케팅\리마 마케팅 기획서_751.pptx,리마 마케팅 기획서_751.pptx,,pending
test_environment\리마_마케팅\리마 마케팅 기획서_815.pdf,리마 마케팅 기획서_815.pdf,,pending
test_environment\리마_마케팅\리마 마케팅 디자인_211.sketch,리마 마케팅 디자인_211.sketch,,pending
test_environment\리마_마케팅\리마 마케팅 디자인_217.ai,리마 마케팅 디자인_217.ai,,pending
test_environment\리마_마케팅\리마 마케팅 디자인_221.jpg,리마 마케팅 디자인_221.jpg,,pending
test_environment\리마_마케팅\리마 마케팅 디자인_420.png,리마 마케팅 디자인_420.png,,pending
test_environment\리마_마케팅\리마 마케팅 디자인_470.jpg,리마 마케팅 디자인_470.jpg,,pending
test_environment\리마_마케팅\리마 마케팅 디자인_510.jpg,리마 마케팅 디자인_510.jpg,,pending
test_environment\리마_마케팅\리마 마케팅 디자인_515.png,리마 마케팅 디자인_515.png,,pending
test_environment\리마_마케팅\리마 마케팅 디자인_922.sketch,리마 마케팅 디자인_922.sketch,,pending
test_environment\리마_마케팅\리마 마케팅 마케팅_138.pptx,리마 마케팅 마케팅_138.pptx,,pending
test_environment\리마_마케팅\리마 마케팅 마케팅_287.jpg,리마 마케팅 마케팅_287.jpg,,pending
test_environment\리마_마케팅\리마 마케팅 마케팅_363.jpg,리마 마케팅 마케팅_363.jpg,,pending
test_environment\리마_마케팅\리마 마케팅 마케팅_369.jpg,리마 마케팅 마케팅_369.jpg,,pending
test_environment\리마_마케팅\리마 마케팅 마케팅_416.pptx,리마 마케팅 마케팅_416.pptx,,pending
test_environment\리마_마케팅\리마 마케팅 마케팅_420.pdf,리마 마케팅 마케팅_420.pdf,,pending
test_environment\리마_마케팅\리마 마케팅 마케팅_424.jpg,리마 마케팅 마케팅_424.jpg,,pending
test_environment\리마_마케팅\리마 마케팅 마케팅_549.pptx,리마 마케팅 마케팅_549.pptx,,pending
test_environment\리마_마케팅\리마 마케팅 마케팅_671.jpg,리마 마케팅 마케팅_671.jpg,,pending
test_environment\리마_마케팅\리마 마케팅 마케팅_800.pdf,리마 마케팅 마케팅_800.pdf,,pending
test_environment\리마_마케팅\리마 마케팅 마케팅_836.jpg,리마 마케팅 마케팅_836.jpg,,pending
test_environment\리마_마케팅\리마 마케팅 마케팅_858.pptx,리마 마케팅 마케팅_858.pptx,,pending
test_environment\리마_마케팅\리마 마케팅 마케팅_892.pdf,리마 마케팅 마케팅_892.pdf,,pending
test_environment\리마_마케팅\리마 마케팅 보고서_292.pdf,리마 마케팅 보고서_292.pdf,,pending
test_environment\리마_마케팅\리마 마케팅 보고서_364.pdf,리마 마케팅 보고서_364.pdf,,pending
test_environment\리마_마케팅\리마 마케팅 보고서_489.xlsx,리마 마케팅 보고서_489.xlsx,,pending
test_environment\리마_마케팅\리마 마케팅 보고서_565.xlsx,리마 마케팅 보고서_565.xlsx,,pending
test_environment\리마_마케팅\리마 마케팅 보고서_599.xlsx,리마 마케팅 보고서_599.xlsx,,pending
test_environment\리마_마케팅\리마 마케팅 보고서_619.docx,리마 마케팅 보고서_619.docx,,pending
test_environment\리마_마케팅\리마 마케팅 보고서_636.pdf,리마 마케팅 보고서_636.pdf,,pending
test_environment\리마_마케팅\리마 마케팅 보고서_933.docx,리마 마케팅 보고서_933.docx,,pending
test_environment\리마_마케팅\리마 마케팅 보고서_962.pdf,리마 마케팅 보고서_962.pdf,,pending
test_environment\리마_마케팅\리마 마케팅 인사_178.pdf,리마 마케팅 인사_178.pdf,,pending
test_environment\리마_마케팅\리마 마케팅 인사_184.docx,리마 마케팅 인사_184.docx,,pending
test_environment\리마_마케팅\리마 마케팅 인사_330.pdf,리마 마케팅 인사_330.pdf,,pending
test_environment\리마_마케팅\리마 마케팅 인사_338.docx,리마 마케팅 인사_338.docx,,pending
test_environment\리마_마케팅\리마 마케팅 인사_390.pdf,리마 마케팅 인사_390.pdf,,pending
test_environment\리마_마케팅\리마 마케팅 인사_458.pdf,리마 마케팅 인사_458.pdf,,pending
test_environment\리마_마케팅\리마 마케팅 인사_712.xlsx,리마 마케팅 인사_712.xlsx,,pending
test_environment\리마_마케팅\리마 마케팅 재무_370.csv,리마 마케팅 재무_370.csv,,pending
test_environment\리마_마케팅\리마 마케팅 재무_473.pdf,리마 마케팅 재무_473.pdf,,pending
test_environment\리마_마케팅\리마 마케팅 재무_527.xlsx,리마 마케팅 재무_527.xlsx,,pending
test_environment\리마_마케팅\리마 마케팅 재무_583.csv,리마 마케팅 재무_583.csv,,pending
test_environment\리마_마케팅\리마 마케팅 재무_604.csv,리마 마케팅 재무_604.csv,,pending
test_environment\리마_마케팅\리마 마케팅 재무_661.xlsx,리마 마케팅 재무_661.xlsx,,pending
test_environment\리마_마케팅\리마 마케팅 재무_702.pdf,리마 마케팅 재무_702.pdf,,pending
test_environment\리마_마케팅\리마 마케팅 회의록_145.docx,리마 마케팅 회의록_145.docx,,pending
test_environment\리마_마케팅\리마 마케팅 회의록_204.md,리마 마케팅 회의록_204.md,,pending
test_environment\리마_마케팅\리마 마케팅 회의록_220.txt,리마 마케팅 회의록_220.txt,,pending
test_environment\리마_마케팅\리마 마케팅 회의록_420.txt,리마 마케팅 회의록_420.txt,,pending
test_environment\리마_마케팅\리마 마케팅 회의록_512.md,리마 마케팅 회의록_512.md,,pending
test_environment\리마_마케팅\리마 마케팅 회의록_541.md,리마 마케팅 회의록_541.md,,pending
test_environment\리마_마케팅\백업_20240811_재무_665.pdf,백업_20240811_재무_665.pdf,,pending
test_environment\리마_마케팅\백업_20241207_회의록_910.docx,백업_20241207_회의록_910.docx,,pending
test_environment\리마_마케팅\보고자료_20240811_377.pptx,보고자료_20240811_377.pptx,,pending
test_environment\리마_마케팅\보고자료_20240826_558.pdf,보고자료_20240826_558.pdf,,pending
test_environment\리마_마케팅\외부자료_리마_143.xlsx,외부자료_리마_143.xlsx,,pending
test_environment\리마_마케팅\외부자료_리마_366.docx,외부자료_리마_366.docx,,pending
test_environment\리마_마케팅\외부자료_리마_471.csv,외부자료_리마_471.csv,,pending
test_environment\리마_마케팅\외부자료_리마_854.docx,외부자료_리마_854.docx,,pending
test_environment\리마_마케팅\인사_리마_마케팅_최종_576.xlsx,인사_리마_마케팅_최종_576.xlsx,,pending
test_environment\리마_마케팅\임시_자료_223.docx,임시_자료_223.docx,,pending
test_environment\리마_마케팅\정리필요_개발_121.java,정리필요_개발_121.java,,pending
test_environment\리마_마케팅\정리필요_재무_647.xlsx,정리필요_재무_647.xlsx,,pending
test_environment\마이크_데이터\Copy of 마케팅_20241207_737.jpg,Copy of 마케팅_20241207_737.jpg,,pending
test_environment\마이크_데이터\Copy of 보고서_20241216_441.docx,Copy of 보고서_20241216_441.docx,,pending
test_environment\마이크_데이터\Final_보고서_마이크_데이터_765.docx,Final_보고서_마이크_데이터_765.docx,,pending
test_environment\마이크_데이터\Final_인사_마이크_데이터_220.docx,Final_인사_마이크_데이터_220.docx,,pending
test_environment\마이크_데이터\마이크 데이터 개발_490.java,마이크 데이터 개발_490.java,,pending
test_environment\마이크_데이터\마이크 데이터 개발_763.zip,마이크 데이터 개발_763.zip,,pending
test_environment\마이크_데이터\마이크 데이터 개발_902.zip,마이크 데이터 개발_902.zip,,pending
test_environment\마이크_데이터\마이크 데이터 개발_913.zip,마이크 데이터 개발_913.zip,,pending
test_environment\마이크_데이터\마이크 데이터 개발_941.java,마이크 데이터 개발_941.java,,pending
test_environment\마이크_데이터\마이크 데이터 계약서_102.hwp,마이크 데이터 계약서_102.hwp,,pending
test_environment\마이크_데이터\마이크 데이터 계약서_113.hwp,마이크 데이터 계약서_113.hwp,,pending
test_environment\마이크_데이터\마이크 데이터 계약서_146.docx,마이크 데이터 계약서_146.docx,,pending
test_environment\마이크_데이터\마이크 데이터 계약서_222.hwp,마이크 데이터 계약서_222.hwp,,pending
test_environment\마이크_데이터\마이크 데이터 계약서_274.hwp,마이크 데이터 계약서_274.hwp,,pending
test_environment\마이크_데이터\마이크 데이터 계약서_353.hwp,마이크 데이터 계약서_353.hwp,,pending
test_environment\마이크_데이터\마이크 데이터 계약서_423.hwp,마이크 데이터 계약서_423.hwp,,pending
test_environment\마이크_데이터\마이크 데이터 계약서_557.hwp,마이크 데이터 계약서_557.hwp,,pending
test_environment\마이크_데이터\마이크 데이터 계약서_628.hwp,마이크 데이터 계약서_628.hwp,,pending
test_environment\마이크_데이터\마이크 데이터 계약서_787.docx,마이크 데이터 계약서_787.docx,,pending
