original_path,file_name,new_path,status
test_environment\골프_개발\골프 개발 개발_973.sql,골프 개발 개발_973.sql,,pending
test_environment\골프_개발\골프 개발 계약서_274.pdf,골프 개발 계약서_274.pdf,,pending
test_environment\골프_개발\골프 개발 계약서_397.docx,골프 개발 계약서_397.docx,,pending
test_environment\골프_개발\골프 개발 계약서_486.pdf,골프 개발 계약서_486.pdf,,pending
test_environment\골프_개발\골프 개발 계약서_954.hwp,골프 개발 계약서_954.hwp,,pending
test_environment\골프_개발\골프 개발 기획서_181.pdf,골프 개발 기획서_181.pdf,,pending
test_environment\골프_개발\골프 개발 기획서_288.docx,골프 개발 기획서_288.docx,,pending
test_environment\골프_개발\골프 개발 기획서_307.docx,골프 개발 기획서_307.docx,,pending
test_environment\골프_개발\골프 개발 기획서_395.pdf,골프 개발 기획서_395.pdf,,pending
test_environment\골프_개발\골프 개발 기획서_405.pdf,골프 개발 기획서_405.pdf,,pending
test_environment\골프_개발\골프 개발 기획서_560.pdf,골프 개발 기획서_560.pdf,,pending
test_environment\골프_개발\골프 개발 기획서_711.docx,골프 개발 기획서_711.docx,,pending
test_environment\골프_개발\골프 개발 기획서_858.pdf,골프 개발 기획서_858.pdf,,pending
test_environment\골프_개발\골프 개발 기획서_894.docx,골프 개발 기획서_894.docx,,pending
test_environment\골프_개발\골프 개발 기획서_896.pptx,골프 개발 기획서_896.pptx,,pending
test_environment\골프_개발\골프 개발 디자인_227.psd,골프 개발 디자인_227.psd,,pending
test_environment\골프_개발\골프 개발 디자인_284.psd,골프 개발 디자인_284.psd,,pending
test_environment\골프_개발\골프 개발 디자인_606.png,골프 개발 디자인_606.png,,pending
test_environment\골프_개발\골프 개발 디자인_776.psd,골프 개발 디자인_776.psd,,pending
test_environment\골프_개발\골프 개발 디자인_849.png,골프 개발 디자인_849.png,,pending
test_environment\골프_개발\골프 개발 디자인_941.jpg,골프 개발 디자인_941.jpg,,pending
test_environment\골프_개발\골프 개발 마케팅_296.jpg,골프 개발 마케팅_296.jpg,,pending
test_environment\골프_개발\골프 개발 마케팅_751.jpg,골프 개발 마케팅_751.jpg,,pending
test_environment\골프_개발\골프 개발 마케팅_845.pdf,골프 개발 마케팅_845.pdf,,pending
test_environment\골프_개발\골프 개발 보고서_377.xlsx,골프 개발 보고서_377.xlsx,,pending
test_environment\골프_개발\골프 개발 보고서_434.docx,골프 개발 보고서_434.docx,,pending
test_environment\골프_개발\골프 개발 보고서_435.docx,골프 개발 보고서_435.docx,,pending
test_environment\골프_개발\골프 개발 보고서_464.pdf,골프 개발 보고서_464.pdf,,pending
test_environment\골프_개발\골프 개발 보고서_473.docx,골프 개발 보고서_473.docx,,pending
test_environment\골프_개발\골프 개발 보고서_512.pdf,골프 개발 보고서_512.pdf,,pending
test_environment\골프_개발\골프 개발 보고서_817.docx,골프 개발 보고서_817.docx,,pending
test_environment\골프_개발\골프 개발 보고서_893.docx,골프 개발 보고서_893.docx,,pending
test_environment\골프_개발\골프 개발 인사_487.xlsx,골프 개발 인사_487.xlsx,,pending
test_environment\골프_개발\골프 개발 인사_616.xlsx,골프 개발 인사_616.xlsx,,pending
test_environment\골프_개발\골프 개발 인사_628.docx,골프 개발 인사_628.docx,,pending
test_environment\골프_개발\골프 개발 인사_970.xlsx,골프 개발 인사_970.xlsx,,pending
test_environment\골프_개발\골프 개발 재무_172.xlsx,골프 개발 재무_172.xlsx,,pending
test_environment\골프_개발\골프 개발 재무_421.xlsx,골프 개발 재무_421.xlsx,,pending
test_environment\골프_개발\골프 개발 재무_639.xlsx,골프 개발 재무_639.xlsx,,pending
test_environment\골프_개발\골프 개발 재무_717.csv,골프 개발 재무_717.csv,,pending
test_environment\골프_개발\골프 개발 재무_785.xlsx,골프 개발 재무_785.xlsx,,pending
test_environment\골프_개발\골프 개발 회의록_158.txt,골프 개발 회의록_158.txt,,pending
test_environment\골프_개발\골프 개발 회의록_253.md,골프 개발 회의록_253.md,,pending
test_environment\골프_개발\골프 개발 회의록_302.txt,골프 개발 회의록_302.txt,,pending
test_environment\골프_개발\골프 개발 회의록_392.md,골프 개발 회의록_392.md,,pending
test_environment\골프_개발\골프 개발 회의록_441.md,골프 개발 회의록_441.md,,pending
test_environment\골프_개발\골프 개발 회의록_471.md,골프 개발 회의록_471.md,,pending
test_environment\골프_개발\골프 개발 회의록_523.md,골프 개발 회의록_523.md,,pending
test_environment\골프_개발\골프 개발 회의록_591.docx,골프 개발 회의록_591.docx,,pending
test_environment\골프_개발\골프 개발 회의록_719.md,골프 개발 회의록_719.md,,pending
test_environment\골프_개발\골프 개발 회의록_837.md,골프 개발 회의록_837.md,,pending
test_environment\골프_개발\골프 개발 회의록_889.docx,골프 개발 회의록_889.docx,,pending
test_environment\골프_개발\골프 개발 회의록_951.txt,골프 개발 회의록_951.txt,,pending
test_environment\골프_개발\기획서_골프_개발_최종_861.docx,기획서_골프_개발_최종_861.docx,,pending
test_environment\골프_개발\백업_20240112_마케팅_989.pptx,백업_20240112_마케팅_989.pptx,,pending
test_environment\골프_개발\백업_20240505_기획서_241.pptx,백업_20240505_기획서_241.pptx,,pending
test_environment\골프_개발\백업_20240821_인사_709.xlsx,백업_20240821_인사_709.xlsx,,pending
test_environment\골프_개발\백업_20241219_보고서_659.pdf,백업_20241219_보고서_659.pdf,,pending
test_environment\골프_개발\보고서_골프_개발_최종_181.pdf,보고서_골프_개발_최종_181.pdf,,pending
test_environment\골프_개발\보고자료_20240117_764.hwp,보고자료_20240117_764.hwp,,pending
test_environment\골프_개발\보고자료_20240213_926.hwp,보고자료_20240213_926.hwp,,pending
test_environment\골프_개발\보고자료_20241001_965.png,보고자료_20241001_965.png,,pending
test_environment\골프_개발\보고자료_20241010_193.psd,보고자료_20241010_193.psd,,pending
test_environment\골프_개발\외부자료_골프_532.hwp,외부자료_골프_532.hwp,,pending
test_environment\골프_개발\외부자료_골프_614.png,외부자료_골프_614.png,,pending
test_environment\골프_개발\외부자료_골프_789.java,외부자료_골프_789.java,,pending
test_environment\골프_개발\임시_문서_487.hwp,임시_문서_487.hwp,,pending
test_environment\골프_개발\임시_보고_852.pdf,임시_보고_852.pdf,,pending
test_environment\골프_개발\임시_파일_224.sketch,임시_파일_224.sketch,,pending
test_environment\골프_개발\임시_파일_307.txt,임시_파일_307.txt,,pending
test_environment\골프_개발\정리필요_개발_664.java,정리필요_개발_664.java,,pending
test_environment\골프_개발\정리필요_계약서_172.docx,정리필요_계약서_172.docx,,pending
test_environment\골프_개발\정리필요_기획서_749.pdf,정리필요_기획서_749.pdf,,pending
test_environment\골프_개발\정리필요_마케팅_750.pptx,정리필요_마케팅_750.pptx,,pending
test_environment\골프_개발\정리필요_마케팅_783.pptx,정리필요_마케팅_783.pptx,,pending
