original_path,file_name,new_path,status
test_environment\퀘벡_품질관리\정리필요_기획서_850.pptx,정리필요_기획서_850.pptx,,pending
test_environment\퀘벡_품질관리\퀘벡 품질관리 개발_244.sql,퀘벡 품질관리 개발_244.sql,,pending
test_environment\퀘벡_품질관리\퀘벡 품질관리 개발_254.zip,퀘벡 품질관리 개발_254.zip,,pending
test_environment\퀘벡_품질관리\퀘벡 품질관리 개발_346.sql,퀘벡 품질관리 개발_346.sql,,pending
test_environment\퀘벡_품질관리\퀘벡 품질관리 개발_355.zip,퀘벡 품질관리 개발_355.zip,,pending
test_environment\퀘벡_품질관리\퀘벡 품질관리 개발_654.zip,퀘벡 품질관리 개발_654.zip,,pending
test_environment\퀘벡_품질관리\퀘벡 품질관리 개발_767.java,퀘벡 품질관리 개발_767.java,,pending
test_environment\퀘벡_품질관리\퀘벡 품질관리 계약서_370.docx,퀘벡 품질관리 계약서_370.docx,,pending
test_environment\퀘벡_품질관리\퀘벡 품질관리 계약서_378.pdf,퀘벡 품질관리 계약서_378.pdf,,pending
test_environment\퀘벡_품질관리\퀘벡 품질관리 계약서_617.pdf,퀘벡 품질관리 계약서_617.pdf,,pending
test_environment\퀘벡_품질관리\퀘벡 품질관리 계약서_621.docx,퀘벡 품질관리 계약서_621.docx,,pending
test_environment\퀘벡_품질관리\퀘벡 품질관리 기획서_350.pdf,퀘벡 품질관리 기획서_350.pdf,,pending
test_environment\퀘벡_품질관리\퀘벡 품질관리 기획서_385.pptx,퀘벡 품질관리 기획서_385.pptx,,pending
test_environment\퀘벡_품질관리\퀘벡 품질관리 기획서_782.docx,퀘벡 품질관리 기획서_782.docx,,pending
test_environment\퀘벡_품질관리\퀘벡 품질관리 디자인_102.ai,퀘벡 품질관리 디자인_102.ai,,pending
test_environment\퀘벡_품질관리\퀘벡 품질관리 디자인_132.png,퀘벡 품질관리 디자인_132.png,,pending
test_environment\퀘벡_품질관리\퀘벡 품질관리 디자인_178.jpg,퀘벡 품질관리 디자인_178.jpg,,pending
test_environment\퀘벡_품질관리\퀘벡 품질관리 디자인_538.jpg,퀘벡 품질관리 디자인_538.jpg,,pending
test_environment\퀘벡_품질관리\퀘벡 품질관리 디자인_730.png,퀘벡 품질관리 디자인_730.png,,pending
test_environment\퀘벡_품질관리\퀘벡 품질관리 디자인_855.sketch,퀘벡 품질관리 디자인_855.sketch,,pending
test_environment\퀘벡_품질관리\퀘벡 품질관리 마케팅_143.pdf,퀘벡 품질관리 마케팅_143.pdf,,pending
test_environment\퀘벡_품질관리\퀘벡 품질관리 마케팅_221.pptx,퀘벡 품질관리 마케팅_221.pptx,,pending
test_environment\퀘벡_품질관리\퀘벡 품질관리 마케팅_274.pptx,퀘벡 품질관리 마케팅_274.pptx,,pending
test_environment\퀘벡_품질관리\퀘벡 품질관리 마케팅_663.pptx,퀘벡 품질관리 마케팅_663.pptx,,pending
test_environment\퀘벡_품질관리\퀘벡 품질관리 마케팅_724.jpg,퀘벡 품질관리 마케팅_724.jpg,,pending
test_environment\퀘벡_품질관리\퀘벡 품질관리 마케팅_977.pptx,퀘벡 품질관리 마케팅_977.pptx,,pending
test_environment\퀘벡_품질관리\퀘벡 품질관리 보고서_377.xlsx,퀘벡 품질관리 보고서_377.xlsx,,pending
test_environment\퀘벡_품질관리\퀘벡 품질관리 보고서_504.xlsx,퀘벡 품질관리 보고서_504.xlsx,,pending
test_environment\퀘벡_품질관리\퀘벡 품질관리 보고서_756.docx,퀘벡 품질관리 보고서_756.docx,,pending
test_environment\퀘벡_품질관리\퀘벡 품질관리 인사_214.docx,퀘벡 품질관리 인사_214.docx,,pending
test_environment\퀘벡_품질관리\퀘벡 품질관리 인사_259.xlsx,퀘벡 품질관리 인사_259.xlsx,,pending
test_environment\퀘벡_품질관리\퀘벡 품질관리 인사_376.pdf,퀘벡 품질관리 인사_376.pdf,,pending
test_environment\퀘벡_품질관리\퀘벡 품질관리 인사_397.pdf,퀘벡 품질관리 인사_397.pdf,,pending
test_environment\퀘벡_품질관리\퀘벡 품질관리 인사_447.xlsx,퀘벡 품질관리 인사_447.xlsx,,pending
test_environment\퀘벡_품질관리\퀘벡 품질관리 인사_508.xlsx,퀘벡 품질관리 인사_508.xlsx,,pending
test_environment\퀘벡_품질관리\퀘벡 품질관리 인사_699.docx,퀘벡 품질관리 인사_699.docx,,pending
test_environment\퀘벡_품질관리\퀘벡 품질관리 인사_943.pdf,퀘벡 품질관리 인사_943.pdf,,pending
test_environment\퀘벡_품질관리\퀘벡 품질관리 인사_944.pdf,퀘벡 품질관리 인사_944.pdf,,pending
test_environment\퀘벡_품질관리\퀘벡 품질관리 인사_983.xlsx,퀘벡 품질관리 인사_983.xlsx,,pending
test_environment\퀘벡_품질관리\퀘벡 품질관리 재무_207.csv,퀘벡 품질관리 재무_207.csv,,pending
test_environment\퀘벡_품질관리\퀘벡 품질관리 재무_295.csv,퀘벡 품질관리 재무_295.csv,,pending
test_environment\퀘벡_품질관리\퀘벡 품질관리 재무_340.xlsx,퀘벡 품질관리 재무_340.xlsx,,pending
test_environment\퀘벡_품질관리\퀘벡 품질관리 재무_495.xlsx,퀘벡 품질관리 재무_495.xlsx,,pending
test_environment\퀘벡_품질관리\퀘벡 품질관리 재무_519.pdf,퀘벡 품질관리 재무_519.pdf,,pending
test_environment\퀘벡_품질관리\퀘벡 품질관리 재무_616.xlsx,퀘벡 품질관리 재무_616.xlsx,,pending
test_environment\퀘벡_품질관리\퀘벡 품질관리 재무_721.csv,퀘벡 품질관리 재무_721.csv,,pending
test_environment\퀘벡_품질관리\퀘벡 품질관리 재무_906.pdf,퀘벡 품질관리 재무_906.pdf,,pending
test_environment\퀘벡_품질관리\퀘벡 품질관리 재무_921.xlsx,퀘벡 품질관리 재무_921.xlsx,,pending
test_environment\퀘벡_품질관리\퀘벡 품질관리 회의록_230.docx,퀘벡 품질관리 회의록_230.docx,,pending
test_environment\퀘벡_품질관리\퀘벡 품질관리 회의록_340.docx,퀘벡 품질관리 회의록_340.docx,,pending
test_environment\퀘벡_품질관리\퀘벡 품질관리 회의록_568.txt,퀘벡 품질관리 회의록_568.txt,,pending
test_environment\퀘벡_품질관리\퀘벡 품질관리 회의록_604.md,퀘벡 품질관리 회의록_604.md,,pending
test_environment\퀘벡_품질관리\퀘벡 품질관리 회의록_720.docx,퀘벡 품질관리 회의록_720.docx,,pending
test_environment\킬로_보안\Copy of 계약서_20240820_856.pdf,Copy of 계약서_20240820_856.pdf,,pending
test_environment\킬로_보안\Copy of 마케팅_20240205_354.pdf,Copy of 마케팅_20240205_354.pdf,,pending
test_environment\킬로_보안\Copy of 보고서_20240701_615.xlsx,Copy of 보고서_20240701_615.xlsx,,pending
test_environment\킬로_보안\Final_디자인_킬로_보안_975.psd,Final_디자인_킬로_보안_975.psd,,pending
test_environment\킬로_보안\Final_재무_킬로_보안_542.pdf,Final_재무_킬로_보안_542.pdf,,pending
test_environment\킬로_보안\Final_회의록_킬로_보안_512.txt,Final_회의록_킬로_보안_512.txt,,pending
test_environment\킬로_보안\백업_20240608_재무_736.pdf,백업_20240608_재무_736.pdf,,pending
test_environment\킬로_보안\백업_20241026_개발_262.java,백업_20241026_개발_262.java,,pending
test_environment\킬로_보안\보고서_킬로_보안_최종_809.docx,보고서_킬로_보안_최종_809.docx,,pending
test_environment\킬로_보안\보고자료_20240209_474.docx,보고자료_20240209_474.docx,,pending
test_environment\킬로_보안\보고자료_20241011_450.pptx,보고자료_20241011_450.pptx,,pending
test_environment\킬로_보안\외부자료_킬로_306.docx,외부자료_킬로_306.docx,,pending
test_environment\킬로_보안\외부자료_킬로_563.jpg,외부자료_킬로_563.jpg,,pending
