original_path,file_name,new_path,status
test_environment\보고자료_20240909_816.xlsx,보고자료_20240909_816.xlsx,organized_files\_Dated_Logs\2024\09\보고자료_20240909_816.xlsx,processed
test_environment\보고자료_20240922_142.docx,보고자료_20240922_142.docx,organized_files\_Dated_Logs\2024\09\보고자료_20240922_142.docx,processed
test_environment\보고자료_20240926_640.pdf,보고자료_20240926_640.pdf,organized_files\_Dated_Logs\2024\09\보고자료_20240926_640.pdf,processed
test_environment\보고자료_20241214_568.sketch,보고자료_20241214_568.sketch,organized_files\_Dated_Logs\2024\12\보고자료_20241214_568.sketch,processed
test_environment\브라보 프로젝트 개발_744.java,브라보 프로젝트 개발_744.java,organized_files\브라보 프로젝트\개발\브라보 프로젝트 개발_744.java,processed
test_environment\브라보 프로젝트 개발_963.java,브라보 프로젝트 개발_963.java,organized_files\브라보 프로젝트\개발\브라보 프로젝트 개발_963.java,processed
test_environment\브라보 프로젝트 계약서_949.docx,브라보 프로젝트 계약서_949.docx,organized_files\브라보 프로젝트\계약서\브라보 프로젝트 계약서_949.docx,processed
test_environment\브라보 프로젝트 기획서_213.docx,브라보 프로젝트 기획서_213.docx,organized_files\브라보 프로젝트\기획서\브라보 프로젝트 기획서_213.docx,processed
test_environment\브라보 프로젝트 기획서_632.pdf,브라보 프로젝트 기획서_632.pdf,organized_files\브라보 프로젝트\기획서\브라보 프로젝트 기획서_632.pdf,processed
test_environment\브라보 프로젝트 디자인_529.ai,브라보 프로젝트 디자인_529.ai,organized_files\브라보 프로젝트\디자인\브라보 프로젝트 디자인_529.ai,processed
test_environment\브라보 프로젝트 디자인_573.ai,브라보 프로젝트 디자인_573.ai,organized_files\브라보 프로젝트\디자인\브라보 프로젝트 디자인_573.ai,processed
test_environment\브라보 프로젝트 마케팅_134.pptx,브라보 프로젝트 마케팅_134.pptx,organized_files\브라보 프로젝트\마케팅\브라보 프로젝트 마케팅_134.pptx,processed
test_environment\브라보 프로젝트 마케팅_305.pdf,브라보 프로젝트 마케팅_305.pdf,organized_files\브라보 프로젝트\마케팅\브라보 프로젝트 마케팅_305.pdf,processed
test_environment\브라보 프로젝트 마케팅_342.pdf,브라보 프로젝트 마케팅_342.pdf,organized_files\브라보 프로젝트\마케팅\브라보 프로젝트 마케팅_342.pdf,processed
test_environment\브라보 프로젝트 마케팅_461.pdf,브라보 프로젝트 마케팅_461.pdf,organized_files\브라보 프로젝트\마케팅\브라보 프로젝트 마케팅_461.pdf,processed
test_environment\브라보 프로젝트 마케팅_479.jpg,브라보 프로젝트 마케팅_479.jpg,organized_files\브라보 프로젝트\마케팅\브라보 프로젝트 마케팅_479.jpg,processed
test_environment\브라보 프로젝트 마케팅_595.pdf,브라보 프로젝트 마케팅_595.pdf,organized_files\브라보 프로젝트\마케팅\브라보 프로젝트 마케팅_595.pdf,processed
test_environment\브라보 프로젝트 보고서_125.pdf,브라보 프로젝트 보고서_125.pdf,organized_files\브라보 프로젝트\보고서\브라보 프로젝트 보고서_125.pdf,processed
test_environment\브라보 프로젝트 보고서_231.pdf,브라보 프로젝트 보고서_231.pdf,organized_files\브라보 프로젝트\보고서\브라보 프로젝트 보고서_231.pdf,processed
test_environment\브라보 프로젝트 보고서_302.docx,브라보 프로젝트 보고서_302.docx,organized_files\브라보 프로젝트\보고서\브라보 프로젝트 보고서_302.docx,processed
test_environment\브라보 프로젝트 보고서_308.xlsx,브라보 프로젝트 보고서_308.xlsx,organized_files\브라보 프로젝트\보고서\브라보 프로젝트 보고서_308.xlsx,processed
test_environment\브라보 프로젝트 보고서_309.docx,브라보 프로젝트 보고서_309.docx,organized_files\브라보 프로젝트\보고서\브라보 프로젝트 보고서_309.docx,processed
test_environment\브라보 프로젝트 보고서_310.pdf,브라보 프로젝트 보고서_310.pdf,organized_files\브라보 프로젝트\보고서\브라보 프로젝트 보고서_310.pdf,processed
test_environment\브라보 프로젝트 보고서_550.xlsx,브라보 프로젝트 보고서_550.xlsx,organized_files\브라보 프로젝트\보고서\브라보 프로젝트 보고서_550.xlsx,processed
test_environment\브라보 프로젝트 보고서_718.pdf,브라보 프로젝트 보고서_718.pdf,organized_files\브라보 프로젝트\보고서\브라보 프로젝트 보고서_718.pdf,processed
test_environment\브라보 프로젝트 인사_620.docx,브라보 프로젝트 인사_620.docx,organized_files\브라보 프로젝트\인사\브라보 프로젝트 인사_620.docx,processed
test_environment\브라보 프로젝트 재무_184.csv,브라보 프로젝트 재무_184.csv,organized_files\브라보 프로젝트\재무\브라보 프로젝트 재무_184.csv,processed
test_environment\브라보 프로젝트 재무_554.csv,브라보 프로젝트 재무_554.csv,organized_files\브라보 프로젝트\재무\브라보 프로젝트 재무_554.csv,processed
test_environment\브라보 프로젝트 회의록_207.md,브라보 프로젝트 회의록_207.md,organized_files\브라보 프로젝트\회의록\브라보 프로젝트 회의록_207.md,processed
test_environment\브라보 프로젝트 회의록_519.txt,브라보 프로젝트 회의록_519.txt,organized_files\브라보 프로젝트\회의록\브라보 프로젝트 회의록_519.txt,processed
test_environment\시에라 재무 개발_707.sql,시에라 재무 개발_707.sql,organized_files\시에라 재무\개발\시에라 재무 개발_707.sql,processed
test_environment\시에라 재무 계약서_278.pdf,시에라 재무 계약서_278.pdf,organized_files\시에라 재무\계약서\시에라 재무 계약서_278.pdf,processed
test_environment\시에라 재무 계약서_504.docx,시에라 재무 계약서_504.docx,organized_files\시에라 재무\계약서\시에라 재무 계약서_504.docx,processed
test_environment\시에라 재무 기획서_196.docx,시에라 재무 기획서_196.docx,organized_files\시에라 재무\기획서\시에라 재무 기획서_196.docx,processed
test_environment\시에라 재무 기획서_294.docx,시에라 재무 기획서_294.docx,organized_files\시에라 재무\기획서\시에라 재무 기획서_294.docx,processed
test_environment\시에라 재무 기획서_500.pdf,시에라 재무 기획서_500.pdf,organized_files\시에라 재무\기획서\시에라 재무 기획서_500.pdf,processed
test_environment\시에라 재무 기획서_744.pptx,시에라 재무 기획서_744.pptx,organized_files\시에라 재무\기획서\시에라 재무 기획서_744.pptx,processed
test_environment\시에라 재무 디자인_212.sketch,시에라 재무 디자인_212.sketch,organized_files\시에라 재무\디자인\시에라 재무 디자인_212.sketch,processed
test_environment\시에라 재무 디자인_519.psd,시에라 재무 디자인_519.psd,organized_files\시에라 재무\디자인\시에라 재무 디자인_519.psd,processed
test_environment\시에라 재무 마케팅_149.pdf,시에라 재무 마케팅_149.pdf,organized_files\시에라 재무\마케팅\시에라 재무 마케팅_149.pdf,processed
test_environment\시에라 재무 마케팅_293.pdf,시에라 재무 마케팅_293.pdf,organized_files\시에라 재무\마케팅\시에라 재무 마케팅_293.pdf,processed
test_environment\시에라 재무 마케팅_891.jpg,시에라 재무 마케팅_891.jpg,organized_files\시에라 재무\마케팅\시에라 재무 마케팅_891.jpg,processed
test_environment\시에라 재무 보고서_194.docx,시에라 재무 보고서_194.docx,organized_files\시에라 재무\보고서\시에라 재무 보고서_194.docx,processed
test_environment\시에라 재무 보고서_331.pdf,시에라 재무 보고서_331.pdf,organized_files\시에라 재무\보고서\시에라 재무 보고서_331.pdf,processed
test_environment\시에라 재무 보고서_375.docx,시에라 재무 보고서_375.docx,organized_files\시에라 재무\보고서\시에라 재무 보고서_375.docx,processed
test_environment\시에라 재무 인사_717.docx,시에라 재무 인사_717.docx,organized_files\시에라 재무\인사\시에라 재무 인사_717.docx,processed
test_environment\시에라 재무 인사_850.pdf,시에라 재무 인사_850.pdf,organized_files\시에라 재무\인사\시에라 재무 인사_850.pdf,processed
test_environment\시에라 재무 인사_951.xlsx,시에라 재무 인사_951.xlsx,organized_files\시에라 재무\인사\시에라 재무 인사_951.xlsx,processed
test_environment\시에라 재무 재무_744.csv,시에라 재무 재무_744.csv,organized_files\시에라 재무\재무\시에라 재무 재무_744.csv,processed
test_environment\시에라 재무 회의록_575.docx,시에라 재무 회의록_575.docx,organized_files\시에라 재무\회의록\시에라 재무 회의록_575.docx,processed
test_environment\시에라 재무 회의록_647.docx,시에라 재무 회의록_647.docx,organized_files\시에라 재무\회의록\시에라 재무 회의록_647.docx,processed
test_environment\시에라 재무 회의록_994.docx,시에라 재무 회의록_994.docx,organized_files\시에라 재무\회의록\시에라 재무 회의록_994.docx,processed
test_environment\알파 프로젝트 개발_879.py,알파 프로젝트 개발_879.py,organized_files\알파 프로젝트\개발\알파 프로젝트 개발_879.py,processed
test_environment\알파 프로젝트 계약서_167.pdf,알파 프로젝트 계약서_167.pdf,organized_files\알파 프로젝트\계약서\알파 프로젝트 계약서_167.pdf,processed
test_environment\알파 프로젝트 계약서_672.pdf,알파 프로젝트 계약서_672.pdf,organized_files\알파 프로젝트\계약서\알파 프로젝트 계약서_672.pdf,processed
test_environment\알파 프로젝트 기획서_554.pptx,알파 프로젝트 기획서_554.pptx,organized_files\알파 프로젝트\기획서\알파 프로젝트 기획서_554.pptx,processed
test_environment\알파 프로젝트 기획서_911.pptx,알파 프로젝트 기획서_911.pptx,organized_files\알파 프로젝트\기획서\알파 프로젝트 기획서_911.pptx,processed
test_environment\알파 프로젝트 기획서_950.pptx,알파 프로젝트 기획서_950.pptx,organized_files\알파 프로젝트\기획서\알파 프로젝트 기획서_950.pptx,processed
test_environment\알파 프로젝트 디자인_819.ai,알파 프로젝트 디자인_819.ai,organized_files\알파 프로젝트\디자인\알파 프로젝트 디자인_819.ai,processed
test_environment\알파 프로젝트 마케팅_343.pptx,알파 프로젝트 마케팅_343.pptx,organized_files\알파 프로젝트\마케팅\알파 프로젝트 마케팅_343.pptx,processed
